employee_id,department,clock_in,clock_out,tasks_completed
834,Sales,2026-06-15 09:43:00,2026-06-15 16:43:00,7
835,HR,2026-06-15 09:00:00,2026-06-15 16:00:00,10
836,Finance,2026-06-15 08:56:00,2026-06-15 12:56:00,9
837,IT,2026-06-15 10:52:00,2026-06-15 15:52:00,13
838,IT,2026-06-15 08:37:00,2026-06-15 13:37:00,16
839,Sales,2026-06-15 09:09:00,2026-06-15 15:09:00,2
840,Finance,2026-06-15 09:16:00,2026-06-15 16:16:00,19
841,Sales,2026-06-15 08:42:00,2026-06-15 12:42:00,3
842,HR,2026-06-15 09:37:00,2026-06-15 13:37:00,19
843,Finance,2026-06-15 10:16:00,2026-06-15 17:16:00,11
844,Finance,2026-06-15 09:52:00,2026-06-15 14:52:00,14
845,HR,2026-06-15 08:33:00,2026-06-15 16:33:00,5
846,Finance,2026-06-15 08:24:00,2026-06-15 12:24:00,6
847,Sales,2026-06-15 08:11:00,2026-06-15 14:11:00,3
848,IT,2026-06-15 10:35:00,2026-06-15 16:35:00,8
849,Sales,2026-06-15 10:07:00,2026-06-15 14:07:00,7
850,IT,2026-06-15 09:58:00,2026-06-15 16:58:00,7
851,Finance,2026-06-15 08:40:00,2026-06-15 16:40:00,1
852,HR,2026-06-15 08:14:00,2026-06-15 15:14:00,11
853,HR,2026-06-15 09:39:00,2026-06-15 13:39:00,4
854,Sales,2026-06-15 09:10:00,2026-06-15 16:10:00,8
855,IT,2026-06-15 10:25:00,2026-06-15 17:25:00,6
856,HR,2026-06-15 08:25:00,2026-06-15 12:25:00,9
857,Finance,2026-06-15 08:18:00,2026-06-15 14:18:00,12
858,IT,2026-06-15 10:30:00,2026-06-15 17:30:00,10
859,Finance,2026-06-15 08:48:00,2026-06-15 15:48:00,5
860,Sales,2026-06-15 09:59:00,2026-06-15 13:59:00,14
861,Finance,2026-06-15 08:45:00,2026-06-15 13:45:00,16
862,HR,2026-06-15 08:19:00,2026-06-15 15:19:00,8
863,Finance,2026-06-15 09:32:00,2026-06-15 14:32:00,5
864,Finance,2026-06-15 09:14:00,2026-06-15 17:14:00,13
865,IT,2026-06-15 09:37:00,2026-06-15 18:37:00,17
866,HR,2026-06-15 09:45:00,2026-06-15 17:45:00,2
867,HR,2026-06-15 09:28:00,2026-06-15 16:28:00,12
868,Finance,2026-06-15 08:16:00,2026-06-15 14:16:00,12
869,HR,2026-06-15 10:30:00,2026-06-15 17:30:00,11
870,HR,2026-06-15 08:15:00,2026-06-15 15:15:00,2
871,Sales,2026-06-15 10:25:00,2026-06-15 19:25:00,11
872,Finance,2026-06-15 08:24:00,2026-06-15 13:24:00,18
873,Finance,2026-06-15 10:37:00,2026-06-15 19:37:00,17
874,HR,2026-06-15 09:03:00,2026-06-15 16:03:00,18
875,IT,2026-06-15 10:33:00,2026-06-15 14:33:00,10
876,Finance,2026-06-15 08:15:00,2026-06-15 13:15:00,1
877,Finance,2026-06-15 08:41:00,2026-06-15 17:41:00,3
878,Finance,2026-06-15 09:00:00,2026-06-15 15:00:00,6
879,IT,2026-06-15 10:19:00,2026-06-15 15:19:00,11
880,IT,2026-06-15 08:09:00,2026-06-15 15:09:00,4
881,Sales,2026-06-15 09:42:00,2026-06-15 17:42:00,9
882,Sales,2026-06-15 09:54:00,2026-06-15 15:54:00,4
883,Finance,2026-06-15 08:28:00,2026-06-15 14:28:00,11
884,IT,2026-06-15 08:09:00,2026-06-15 15:09:00,8
885,HR,2026-06-15 10:26:00,2026-06-15 15:26:00,18
886,IT,2026-06-15 08:28:00,2026-06-15 12:28:00,2
887,Sales,2026-06-15 08:29:00,2026-06-15 14:29:00,2
888,IT,2026-06-15 10:26:00,2026-06-15 15:26:00,13
889,IT,2026-06-15 09:44:00,2026-06-15 16:44:00,19
890,IT,2026-06-15 10:17:00,2026-06-15 17:17:00,0
891,HR,2026-06-15 08:57:00,2026-06-15 13:57:00,12
892,Sales,2026-06-15 10:09:00,2026-06-15 16:09:00,10
893,IT,2026-06-15 08:04:00,2026-06-15 13:04:00,0
894,IT,2026-06-15 09:33:00,2026-06-15 17:33:00,8
895,IT,2026-06-15 08:10:00,2026-06-15 14:10:00,2
896,Sales,2026-06-15 09:50:00,2026-06-15 15:50:00,12
897,Sales,2026-06-15 10:46:00,2026-06-15 15:46:00,7
898,IT,2026-06-15 08:13:00,2026-06-15 15:13:00,9
899,Sales,2026-06-15 10:49:00,2026-06-15 17:49:00,12
900,IT,2026-06-15 08:47:00,2026-06-15 14:47:00,15
901,Finance,2026-06-15 09:27:00,2026-06-15 18:27:00,3
902,HR,2026-06-15 10:34:00,2026-06-15 18:34:00,0
903,Finance,2026-06-15 10:23:00,2026-06-15 16:23:00,7
904,Finance,2026-06-15 08:35:00,2026-06-15 13:35:00,9
905,Sales,2026-06-15 10:33:00,2026-06-15 14:33:00,16
906,Finance,2026-06-15 08:55:00,2026-06-15 15:55:00,12
907,IT,2026-06-15 10:52:00,2026-06-15 19:52:00,8
908,IT,2026-06-15 08:56:00,2026-06-15 15:56:00,5
909,IT,2026-06-15 08:09:00,2026-06-15 17:09:00,19
910,Finance,2026-06-15 10:21:00,2026-06-15 17:21:00,11
911,HR,2026-06-15 10:35:00,2026-06-15 14:35:00,4
912,IT,2026-06-15 10:57:00,2026-06-15 15:57:00,4
913,IT,2026-06-15 10:50:00,2026-06-15 19:50:00,15
914,Finance,2026-06-15 10:53:00,2026-06-15 17:53:00,6
915,Sales,2026-06-15 09:20:00,2026-06-15 18:20:00,7
916,IT,2026-06-15 10:54:00,2026-06-15 15:54:00,9
917,Sales,2026-06-15 10:33:00,2026-06-15 19:33:00,8
918,IT,2026-06-15 10:31:00,2026-06-15 15:31:00,16
919,Sales,2026-06-15 10:24:00,2026-06-15 16:24:00,4
920,HR,2026-06-15 08:00:00,2026-06-15 12:00:00,18
921,Sales,2026-06-15 08:40:00,2026-06-15 13:40:00,7
922,Finance,2026-06-15 10:58:00,2026-06-15 19:58:00,0
923,Finance,2026-06-15 10:57:00,2026-06-15 18:57:00,16
924,HR,2026-06-15 10:40:00,2026-06-15 18:40:00,8
925,IT,2026-06-15 09:05:00,2026-06-15 16:05:00,19
926,IT,2026-06-15 10:16:00,2026-06-15 14:16:00,11
927,Sales,2026-06-15 10:44:00,2026-06-15 14:44:00,16
928,Finance,2026-06-15 09:14:00,2026-06-15 16:14:00,3
929,HR,2026-06-15 08:18:00,2026-06-15 14:18:00,19
930,Finance,2026-06-15 09:57:00,2026-06-15 13:57:00,13
931,HR,2026-06-15 08:54:00,2026-06-15 15:54:00,18
932,HR,2026-06-15 08:32:00,2026-06-15 12:32:00,7
933,Finance,2026-06-15 08:00:00,2026-06-15 16:00:00,15
934,HR,2026-06-15 08:47:00,2026-06-15 17:47:00,2
935,Finance,2026-06-15 10:42:00,2026-06-15 15:42:00,19
936,Finance,2026-06-15 10:01:00,2026-06-15 19:01:00,18
937,IT,2026-06-15 08:07:00,2026-06-15 17:07:00,2
938,HR,2026-06-15 10:18:00,2026-06-15 16:18:00,17
939,Sales,2026-06-15 08:48:00,2026-06-15 15:48:00,10
940,IT,2026-06-15 10:11:00,2026-06-15 14:11:00,5
941,IT,2026-06-15 08:56:00,2026-06-15 15:56:00,13
942,IT,2026-06-15 09:55:00,2026-06-15 15:55:00,0
943,HR,2026-06-15 09:47:00,2026-06-15 13:47:00,18
944,HR,2026-06-15 08:58:00,2026-06-15 13:58:00,14
945,Finance,2026-06-15 08:12:00,2026-06-15 15:12:00,6
946,Finance,2026-06-15 10:13:00,2026-06-15 16:13:00,19
947,IT,2026-06-15 09:09:00,2026-06-15 13:09:00,7
948,HR,2026-06-15 09:28:00,2026-06-15 14:28:00,16
949,HR,2026-06-15 09:57:00,2026-06-15 17:57:00,8
950,IT,2026-06-15 09:25:00,2026-06-15 16:25:00,8
951,IT,2026-06-15 10:48:00,2026-06-15 17:48:00,6
952,Finance,2026-06-15 10:09:00,2026-06-15 15:09:00,2
953,Sales,2026-06-15 09:59:00,2026-06-15 14:59:00,5
954,HR,2026-06-15 09:42:00,2026-06-15 15:42:00,14
955,HR,2026-06-15 10:40:00,2026-06-15 19:40:00,19
956,Sales,2026-06-15 10:19:00,2026-06-15 16:19:00,14
957,HR,2026-06-15 09:52:00,2026-06-15 14:52:00,2
958,HR,2026-06-15 10:26:00,2026-06-15 15:26:00,8
959,IT,2026-06-15 09:40:00,2026-06-15 15:40:00,3
960,Finance,2026-06-15 09:28:00,2026-06-15 16:28:00,0
961,Finance,2026-06-15 09:24:00,2026-06-15 14:24:00,14
962,Finance,2026-06-15 09:50:00,2026-06-15 17:50:00,3
963,HR,2026-06-15 09:24:00,2026-06-15 17:24:00,0
964,IT,2026-06-15 08:03:00,2026-06-15 12:03:00,8
965,Sales,2026-06-15 10:00:00,2026-06-15 15:00:00,3
966,IT,2026-06-15 08:45:00,2026-06-15 13:45:00,5
967,Sales,2026-06-15 09:16:00,2026-06-15 14:16:00,17
968,Finance,2026-06-15 09:49:00,2026-06-15 15:49:00,19
969,Finance,2026-06-15 08:24:00,2026-06-15 15:24:00,14
970,Finance,2026-06-15 08:58:00,2026-06-15 12:58:00,18
971,Sales,2026-06-15 08:42:00,2026-06-15 12:42:00,8
972,HR,2026-06-15 09:19:00,2026-06-15 17:19:00,7
973,Finance,2026-06-15 08:52:00,2026-06-15 15:52:00,14
974,Sales,2026-06-15 10:32:00,2026-06-15 14:32:00,13
975,IT,2026-06-15 10:47:00,2026-06-15 15:47:00,7
976,Finance,2026-06-15 08:49:00,2026-06-15 14:49:00,0
977,Finance,2026-06-15 09:29:00,2026-06-15 14:29:00,17
978,HR,2026-06-15 10:18:00,2026-06-15 17:18:00,12
979,Sales,2026-06-15 09:02:00,2026-06-15 14:02:00,5
980,IT,2026-06-15 10:55:00,2026-06-15 16:55:00,13
981,Sales,2026-06-15 10:45:00,2026-06-15 15:45:00,16
982,IT,2026-06-15 08:05:00,2026-06-15 14:05:00,6
983,IT,2026-06-15 08:53:00,2026-06-15 16:53:00,8
984,HR,2026-06-15 10:20:00,2026-06-15 15:20:00,10
985,Finance,2026-06-15 09:57:00,2026-06-15 16:57:00,17
986,Sales,2026-06-15 10:36:00,2026-06-15 17:36:00,17
987,HR,2026-06-15 10:21:00,2026-06-15 16:21:00,12
988,Sales,2026-06-15 09:06:00,2026-06-15 17:06:00,10
989,HR,2026-06-15 10:00:00,2026-06-15 16:00:00,13
990,HR,2026-06-15 09:56:00,2026-06-15 13:56:00,5
991,HR,2026-06-15 08:47:00,2026-06-15 16:47:00,4
992,IT,2026-06-15 09:27:00,2026-06-15 17:27:00,17
993,Finance,2026-06-15 10:44:00,2026-06-15 17:44:00,18
994,Finance,2026-06-15 08:00:00,2026-06-15 15:00:00,11
995,Sales,2026-06-15 10:55:00,2026-06-15 15:55:00,19
996,Sales,2026-06-15 08:44:00,2026-06-15 17:44:00,4
997,Sales,2026-06-15 09:41:00,2026-06-15 13:41:00,9
998,HR,2026-06-15 10:15:00,2026-06-15 14:15:00,16
999,IT,2026-06-15 08:08:00,2026-06-15 17:08:00,18
1000,IT,2026-06-15 10:38:00,2026-06-15 19:38:00,8
1001,HR,2026-06-15 08:41:00,2026-06-15 12:41:00,11
1002,Finance,2026-06-15 10:29:00,2026-06-15 14:29:00,8
1003,IT,2026-06-15 10:36:00,2026-06-15 18:36:00,13
1004,Sales,2026-06-15 10:47:00,2026-06-15 18:47:00,16
1005,Finance,2026-06-15 08:01:00,2026-06-15 16:01:00,5
1006,Sales,2026-06-15 09:29:00,2026-06-15 18:29:00,0
1007,HR,2026-06-15 08:42:00,2026-06-15 13:42:00,18
1008,HR,2026-06-15 09:09:00,2026-06-15 16:09:00,18
1009,Sales,2026-06-15 09:08:00,2026-06-15 14:08:00,10
1010,HR,2026-06-15 10:54:00,2026-06-15 19:54:00,18
1011,HR,2026-06-15 10:27:00,2026-06-15 16:27:00,8
1012,Finance,2026-06-15 08:32:00,2026-06-15 14:32:00,2
1013,HR,2026-06-15 10:41:00,2026-06-15 14:41:00,17
1014,HR,2026-06-15 10:12:00,2026-06-15 19:12:00,0
1015,HR,2026-06-15 08:47:00,2026-06-15 16:47:00,15
1016,IT,2026-06-15 08:28:00,2026-06-15 13:28:00,16
1017,Finance,2026-06-15 08:04:00,2026-06-15 13:04:00,16
1018,Finance,2026-06-15 10:57:00,2026-06-15 14:57:00,6
1019,IT,2026-06-15 08:48:00,2026-06-15 17:48:00,16
1020,Finance,2026-06-15 08:58:00,2026-06-15 16:58:00,2
1021,Finance,2026-06-15 08:52:00,2026-06-15 14:52:00,15
1022,IT,2026-06-15 09:27:00,2026-06-15 13:27:00,0
1023,IT,2026-06-15 08:21:00,2026-06-15 12:21:00,18
1024,Sales,2026-06-15 10:53:00,2026-06-15 14:53:00,6
1025,HR,2026-06-15 08:18:00,2026-06-15 14:18:00,1
1026,IT,2026-06-15 08:14:00,2026-06-15 14:14:00,10
1027,IT,2026-06-15 09:29:00,2026-06-15 13:29:00,7
1028,HR,2026-06-15 10:47:00,2026-06-15 15:47:00,7
1029,HR,2026-06-15 09:11:00,2026-06-15 13:11:00,7
1030,Sales,2026-06-15 10:27:00,2026-06-15 17:27:00,16
1031,IT,2026-06-15 09:01:00,2026-06-15 17:01:00,12
1032,HR,2026-06-15 10:19:00,2026-06-15 18:19:00,9
1033,IT,2026-06-15 10:18:00,2026-06-15 16:18:00,13
1034,Sales,2026-06-15 10:54:00,2026-06-15 19:54:00,3
1035,Finance,2026-06-15 10:57:00,2026-06-15 16:57:00,10
1036,HR,2026-06-15 09:48:00,2026-06-15 13:48:00,1
1037,IT,2026-06-15 10:47:00,2026-06-15 14:47:00,3
1038,Sales,2026-06-15 08:57:00,2026-06-15 13:57:00,4
1039,Sales,2026-06-15 08:38:00,2026-06-15 13:38:00,19
1040,IT,2026-06-15 10:36:00,2026-06-15 16:36:00,11
1041,IT,2026-06-15 10:06:00,2026-06-15 17:06:00,8
1042,Finance,2026-06-15 09:28:00,2026-06-15 14:28:00,16
1043,Sales,2026-06-15 10:30:00,2026-06-15 16:30:00,3
1044,HR,2026-06-15 08:52:00,2026-06-15 17:52:00,9
1045,Sales,2026-06-15 09:12:00,2026-06-15 15:12:00,15
1046,Sales,2026-06-15 10:56:00,2026-06-15 18:56:00,1
1047,HR,2026-06-15 09:11:00,2026-06-15 14:11:00,11
1048,Finance,2026-06-15 10:15:00,2026-06-15 14:15:00,1
1049,HR,2026-06-15 10:25:00,2026-06-15 15:25:00,16
1050,Sales,2026-06-15 09:37:00,2026-06-15 13:37:00,14
1051,Finance,2026-06-15 09:02:00,2026-06-15 18:02:00,0
1052,HR,2026-06-15 08:31:00,2026-06-15 15:31:00,13
1053,IT,2026-06-15 10:35:00,2026-06-15 19:35:00,9
1054,Finance,2026-06-15 08:14:00,2026-06-15 15:14:00,5
1055,Sales,2026-06-15 09:36:00,2026-06-15 16:36:00,11
1056,IT,2026-06-15 08:36:00,2026-06-15 17:36:00,5
1057,IT,2026-06-15 08:31:00,2026-06-15 14:31:00,14
1058,IT,2026-06-15 09:49:00,2026-06-15 18:49:00,13
1059,Finance,2026-06-15 10:28:00,2026-06-15 18:28:00,5
1060,HR,2026-06-15 09:07:00,2026-06-15 15:07:00,0
1061,HR,2026-06-15 08:37:00,2026-06-15 14:37:00,19
1062,Sales,2026-06-15 10:30:00,2026-06-15 16:30:00,9
1063,Finance,2026-06-15 08:26:00,2026-06-15 14:26:00,14
1064,Sales,2026-06-15 08:12:00,2026-06-15 12:12:00,2
1065,Sales,2026-06-15 10:58:00,2026-06-15 18:58:00,18
1066,HR,2026-06-15 10:29:00,2026-06-15 17:29:00,15
1067,IT,2026-06-15 10:21:00,2026-06-15 19:21:00,13
1068,Sales,2026-06-15 09:48:00,2026-06-15 16:48:00,14
1069,Sales,2026-06-15 10:57:00,2026-06-15 16:57:00,2
1070,Sales,2026-06-15 08:20:00,2026-06-15 16:20:00,9
1071,Finance,2026-06-15 08:03:00,2026-06-15 16:03:00,18
1072,Finance,2026-06-15 09:09:00,2026-06-15 17:09:00,10
1073,IT,2026-06-15 10:22:00,2026-06-15 16:22:00,13
1074,HR,2026-06-15 10:27:00,2026-06-15 18:27:00,4
1075,Finance,2026-06-15 08:11:00,2026-06-15 13:11:00,3
1076,HR,2026-06-15 08:41:00,2026-06-15 15:41:00,5
1077,IT,2026-06-15 09:10:00,2026-06-15 15:10:00,17
1078,Finance,2026-06-15 10:53:00,2026-06-15 15:53:00,10
1079,IT,2026-06-15 08:22:00,2026-06-15 12:22:00,8
1080,HR,2026-06-15 09:21:00,2026-06-15 15:21:00,0
1081,Sales,2026-06-15 10:03:00,2026-06-15 14:03:00,14
1082,Sales,2026-06-15 09:21:00,2026-06-15 14:21:00,14
1083,IT,2026-06-15 08:45:00,2026-06-15 17:45:00,17
1084,Sales,2026-06-15 09:47:00,2026-06-15 13:47:00,10
1085,Finance,2026-06-15 09:19:00,2026-06-15 18:19:00,5
1086,Finance,2026-06-15 09:29:00,2026-06-15 17:29:00,12
1087,HR,2026-06-15 08:48:00,2026-06-15 17:48:00,1
1088,Sales,2026-06-15 09:25:00,2026-06-15 15:25:00,7
1089,Sales,2026-06-15 10:21:00,2026-06-15 17:21:00,7
1090,IT,2026-06-15 09:29:00,2026-06-15 13:29:00,19
1091,Sales,2026-06-15 10:15:00,2026-06-15 19:15:00,10
1092,Finance,2026-06-15 08:58:00,2026-06-15 14:58:00,8
1093,Finance,2026-06-15 10:19:00,2026-06-15 18:19:00,9
1094,IT,2026-06-15 10:30:00,2026-06-15 14:30:00,7
1095,Finance,2026-06-15 10:52:00,2026-06-15 19:52:00,13
1096,Sales,2026-06-15 10:52:00,2026-06-15 17:52:00,16
1097,IT,2026-06-15 09:29:00,2026-06-15 17:29:00,18
1098,HR,2026-06-15 10:33:00,2026-06-15 15:33:00,6
1099,Sales,2026-06-15 09:33:00,2026-06-15 15:33:00,19
1100,HR,2026-06-15 09:23:00,2026-06-15 14:23:00,19
1101,Finance,2026-06-15 08:19:00,2026-06-15 14:19:00,4
1102,HR,2026-06-15 08:39:00,2026-06-15 15:39:00,7
1103,Finance,2026-06-15 09:07:00,2026-06-15 17:07:00,9
1104,Finance,2026-06-15 08:35:00,2026-06-15 16:35:00,12
1105,Sales,2026-06-15 08:25:00,2026-06-15 17:25:00,3
1106,Finance,2026-06-15 09:37:00,2026-06-15 18:37:00,1
1107,Finance,2026-06-15 10:10:00,2026-06-15 17:10:00,13
1108,Sales,2026-06-15 09:04:00,2026-06-15 18:04:00,9
1109,Sales,2026-06-15 09:23:00,2026-06-15 15:23:00,11
1110,Sales,2026-06-15 09:22:00,2026-06-15 13:22:00,0
1111,Finance,2026-06-15 10:30:00,2026-06-15 15:30:00,9
1112,IT,2026-06-15 09:08:00,2026-06-15 18:08:00,12
1113,IT,2026-06-15 09:50:00,2026-06-15 16:50:00,7
1114,IT,2026-06-15 10:41:00,2026-06-15 18:41:00,16
1115,Sales,2026-06-15 08:39:00,2026-06-15 15:39:00,17
1116,IT,2026-06-15 08:11:00,2026-06-15 15:11:00,5
1117,Finance,2026-06-15 10:56:00,2026-06-15 16:56:00,15
1118,HR,2026-06-15 10:38:00,2026-06-15 17:38:00,7
1119,IT,2026-06-15 08:16:00,2026-06-15 12:16:00,4
1120,HR,2026-06-15 10:12:00,2026-06-15 14:12:00,13
1121,Finance,2026-06-15 09:03:00,2026-06-15 16:03:00,6
1122,Sales,2026-06-15 08:12:00,2026-06-15 14:12:00,5
1123,Finance,2026-06-15 09:55:00,2026-06-15 16:55:00,2
1124,Sales,2026-06-15 10:44:00,2026-06-15 19:44:00,1
1125,Sales,2026-06-15 09:31:00,2026-06-15 17:31:00,5
1126,Sales,2026-06-15 10:07:00,2026-06-15 19:07:00,5
1127,HR,2026-06-15 10:09:00,2026-06-15 16:09:00,11
1128,IT,2026-06-15 10:30:00,2026-06-15 18:30:00,4
1129,HR,2026-06-15 08:40:00,2026-06-15 17:40:00,19
1130,Finance,2026-06-15 10:21:00,2026-06-15 17:21:00,12
1131,IT,2026-06-15 10:41:00,2026-06-15 15:41:00,16
1132,Sales,2026-06-15 08:16:00,2026-06-15 17:16:00,3
1133,IT,2026-06-15 08:14:00,2026-06-15 16:14:00,16
1134,Sales,2026-06-15 09:07:00,2026-06-15 14:07:00,12
1135,Finance,2026-06-15 09:07:00,2026-06-15 15:07:00,14
1136,Finance,2026-06-15 08:38:00,2026-06-15 16:38:00,16
1137,Sales,2026-06-15 08:15:00,2026-06-15 13:15:00,17
1138,Finance,2026-06-15 08:29:00,2026-06-15 16:29:00,17
1139,IT,2026-06-15 09:29:00,2026-06-15 14:29:00,12
1140,Finance,2026-06-15 08:29:00,2026-06-15 16:29:00,15
1141,Finance,2026-06-15 08:39:00,2026-06-15 14:39:00,19
1142,Finance,2026-06-15 08:51:00,2026-06-15 13:51:00,11
1143,Finance,2026-06-15 08:22:00,2026-06-15 15:22:00,0
1144,IT,2026-06-15 08:53:00,2026-06-15 12:53:00,11
1145,Finance,2026-06-15 10:33:00,2026-06-15 14:33:00,14
1146,Sales,2026-06-15 08:44:00,2026-06-15 17:44:00,7
1147,Sales,2026-06-15 10:11:00,2026-06-15 14:11:00,10
1148,Sales,2026-06-15 09:50:00,2026-06-15 15:50:00,6
1149,Finance,2026-06-15 10:16:00,2026-06-15 14:16:00,7
1150,Finance,2026-06-15 09:21:00,2026-06-15 14:21:00,5
1151,IT,2026-06-15 08:50:00,2026-06-15 17:50:00,7
1152,IT,2026-06-15 08:34:00,2026-06-15 14:34:00,10
1153,Sales,2026-06-15 08:20:00,2026-06-15 14:20:00,1
1154,Finance,2026-06-15 10:38:00,2026-06-15 17:38:00,16
1155,HR,2026-06-15 10:55:00,2026-06-15 19:55:00,1
1156,HR,2026-06-15 10:36:00,2026-06-15 16:36:00,19
1157,Sales,2026-06-15 09:25:00,2026-06-15 13:25:00,10
1158,Sales,2026-06-15 09:12:00,2026-06-15 16:12:00,16
1159,IT,2026-06-15 10:59:00,2026-06-15 19:59:00,18
1160,HR,2026-06-15 10:45:00,2026-06-15 16:45:00,0
1161,HR,2026-06-15 09:47:00,2026-06-15 13:47:00,11
1162,Sales,2026-06-15 09:03:00,2026-06-15 18:03:00,11
1163,Finance,2026-06-15 08:46:00,2026-06-15 15:46:00,13
1164,IT,2026-06-15 08:33:00,2026-06-15 14:33:00,9
1165,IT,2026-06-15 09:19:00,2026-06-15 14:19:00,18
1166,Finance,2026-06-15 08:02:00,2026-06-15 13:02:00,15
1167,IT,2026-06-15 10:34:00,2026-06-15 17:34:00,8
1168,IT,2026-06-15 09:46:00,2026-06-15 14:46:00,17
1169,Sales,2026-06-15 10:03:00,2026-06-15 14:03:00,1
1170,HR,2026-06-15 10:57:00,2026-06-15 18:57:00,19
1171,IT,2026-06-15 09:20:00,2026-06-15 18:20:00,0
1172,Sales,2026-06-15 09:14:00,2026-06-15 14:14:00,13
1173,Sales,2026-06-15 10:45:00,2026-06-15 14:45:00,4
1174,HR,2026-06-15 08:42:00,2026-06-15 15:42:00,14
1175,Finance,2026-06-15 10:17:00,2026-06-15 18:17:00,2
1176,HR,2026-06-15 10:02:00,2026-06-15 15:02:00,9
1177,IT,2026-06-15 08:07:00,2026-06-15 14:07:00,4
1178,HR,2026-06-15 08:52:00,2026-06-15 16:52:00,12
1179,HR,2026-06-15 08:04:00,2026-06-15 12:04:00,15
1180,HR,2026-06-15 08:39:00,2026-06-15 15:39:00,18
1181,HR,2026-06-15 10:27:00,2026-06-15 17:27:00,11
1182,Finance,2026-06-15 09:12:00,2026-06-15 15:12:00,7
1183,Finance,2026-06-15 08:53:00,2026-06-15 15:53:00,8
1184,Finance,2026-06-15 10:57:00,2026-06-15 18:57:00,14
1185,HR,2026-06-15 10:30:00,2026-06-15 17:30:00,11
1186,IT,2026-06-15 10:21:00,2026-06-15 18:21:00,14
1187,IT,2026-06-15 08:56:00,2026-06-15 13:56:00,9
1188,IT,2026-06-15 10:16:00,2026-06-15 19:16:00,5
1189,Finance,2026-06-15 08:15:00,2026-06-15 17:15:00,14
1190,IT,2026-06-15 08:53:00,2026-06-15 13:53:00,12
1191,IT,2026-06-15 09:16:00,2026-06-15 18:16:00,12
1192,HR,2026-06-15 10:45:00,2026-06-15 19:45:00,14
1193,Sales,2026-06-15 08:14:00,2026-06-15 17:14:00,12
1194,IT,2026-06-15 10:52:00,2026-06-15 16:52:00,5
1195,IT,2026-06-15 09:57:00,2026-06-15 13:57:00,1
1196,HR,2026-06-15 10:04:00,2026-06-15 15:04:00,19
1197,HR,2026-06-15 09:58:00,2026-06-15 14:58:00,17
1198,Sales,2026-06-15 08:56:00,2026-06-15 17:56:00,13
1199,IT,2026-06-15 10:43:00,2026-06-15 16:43:00,10
1200,Finance,2026-06-15 10:16:00,2026-06-15 16:16:00,18
1201,Sales,2026-06-15 10:31:00,2026-06-15 15:31:00,15
1202,Sales,2026-06-15 08:16:00,2026-06-15 14:16:00,17
1203,IT,2026-06-15 10:31:00,2026-06-15 17:31:00,12
1204,HR,2026-06-15 09:13:00,2026-06-15 17:13:00,15
1205,Finance,2026-06-15 10:03:00,2026-06-15 16:03:00,15
1206,Sales,2026-06-15 09:03:00,2026-06-15 17:03:00,12
1207,HR,2026-06-15 10:02:00,2026-06-15 19:02:00,7
1208,Sales,2026-06-15 10:42:00,2026-06-15 14:42:00,6
1209,IT,2026-06-15 09:07:00,2026-06-15 16:07:00,18
1210,Finance,2026-06-15 09:56:00,2026-06-15 15:56:00,9
1211,HR,2026-06-15 09:49:00,2026-06-15 17:49:00,6
1212,Sales,2026-06-15 09:42:00,2026-06-15 18:42:00,12
1213,Finance,2026-06-15 08:29:00,2026-06-15 17:29:00,13
1214,Sales,2026-06-15 08:22:00,2026-06-15 17:22:00,9
1215,HR,2026-06-15 10:39:00,2026-06-15 15:39:00,8
1216,IT,2026-06-15 09:19:00,2026-06-15 18:19:00,15
1217,Sales,2026-06-15 10:02:00,2026-06-15 15:02:00,10
1218,Finance,2026-06-15 08:31:00,2026-06-15 15:31:00,3
1219,IT,2026-06-15 08:18:00,2026-06-15 16:18:00,5
1220,Finance,2026-06-15 09:00:00,2026-06-15 16:00:00,15
1221,Finance,2026-06-15 10:12:00,2026-06-15 16:12:00,9
1222,Finance,2026-06-15 08:59:00,2026-06-15 15:59:00,13
1223,IT,2026-06-15 09:48:00,2026-06-15 15:48:00,8
1224,IT,2026-06-15 10:09:00,2026-06-15 16:09:00,14
1225,IT,2026-06-15 10:51:00,2026-06-15 19:51:00,1
1226,IT,2026-06-15 10:24:00,2026-06-15 15:24:00,13
1227,HR,2026-06-15 08:45:00,2026-06-15 13:45:00,8
1228,IT,2026-06-15 09:34:00,2026-06-15 16:34:00,15
1229,HR,2026-06-15 09:34:00,2026-06-15 15:34:00,10
1230,IT,2026-06-15 08:21:00,2026-06-15 16:21:00,6
1231,Finance,2026-06-15 08:01:00,2026-06-15 15:01:00,9
1232,HR,2026-06-15 09:58:00,2026-06-15 15:58:00,15
1233,IT,2026-06-15 10:17:00,2026-06-15 16:17:00,15
1234,HR,2026-06-15 08:43:00,2026-06-15 14:43:00,14
1235,Finance,2026-06-15 09:11:00,2026-06-15 16:11:00,12
1236,Sales,2026-06-15 10:53:00,2026-06-15 15:53:00,14
1237,Finance,2026-06-15 10:46:00,2026-06-15 19:46:00,7
1238,Sales,2026-06-15 08:42:00,2026-06-15 12:42:00,16
1239,Sales,2026-06-15 08:07:00,2026-06-15 16:07:00,15
1240,Sales,2026-06-15 09:28:00,2026-06-15 16:28:00,4
1241,HR,2026-06-15 10:15:00,2026-06-15 19:15:00,9
1242,Finance,2026-06-15 08:51:00,2026-06-15 15:51:00,4
